,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
2223,2224,0.7,Ideal,H,VS2,61.2,57.0,3145,5.73,5.77,3.52
13609,13610,1.02,Premium,H,VS1,62.1,59.0,5569,6.43,6.38,3.98
32478,32479,0.35,Ideal,F,VVS2,61.6,58.0,795,4.5,4.53,2.78
18420,18421,1.09,Ideal,G,VS1,62.1,55.1,7487,6.57,6.63,4.1
42914,42915,0.51,Good,D,SI1,58.7,58.0,1363,5.21,5.25,3.07
38883,38884,0.4,Premium,D,VS2,62.4,59.0,1050,4.72,4.7,2.94
21415,21416,1.62,Premium,E,SI2,60.8,59.0,9526,7.62,7.57,4.62
4123,4124,0.72,Ideal,G,VS1,62.0,56.0,3540,5.74,5.78,3.57
25335,25336,1.52,Ideal,F,VS2,62.8,55.0,14038,7.37,7.28,4.6
46455,46456,0.71,Good,J,VS2,63.8,58.0,1774,5.61,5.58,3.57
6856,6857,0.8,Very Good,F,VVS2,62.7,58.0,4126,5.88,5.92,3.7
22754,22755,2.01,Fair,H,SI2,65.3,56.0,10772,7.95,7.86,5.16
28716,28717,0.23,Premium,D,VVS2,60.4,59.0,680,4.0,3.95,2.4
24788,24789,1.52,Very Good,G,VS2,61.9,56.0,13161,7.28,7.39,4.54
27771,27772,0.32,Ideal,H,VS2,62.8,55.0,648,4.41,4.38,2.76
42053,42054,0.55,Very Good,H,SI1,59.4,58.0,1270,5.36,5.38,3.19
40020,40021,0.55,Ideal,I,SI2,60.4,56.0,1109,5.32,5.36,3.23
39498,39499,0.41,Premium,E,VS1,60.1,58.0,1079,4.81,4.84,2.9
35558,35559,0.35,Premium,G,VS1,61.7,61.0,906,4.52,4.49,2.78
41292,41293,0.73,Good,G,I1,63.9,55.0,1210,5.76,5.69,3.65
32121,32122,0.34,Ideal,F,VVS2,61.7,55.0,784,4.49,4.52,2.78
42084,42085,0.55,Premium,E,SI2,61.9,58.0,1273,5.24,5.2,3.23
2020,2021,0.78,Ideal,I,VS1,60.7,56.0,3105,5.97,6.03,3.64
4524,4525,1.03,Ideal,H,SI2,60.8,56.0,3634,6.56,6.47,3.96
24994,24995,1.5,Premium,F,VS2,61.3,58.0,13506,7.36,7.31,4.5
8293,8294,1.13,Very Good,J,SI1,63.5,59.0,4385,6.62,6.55,4.18
48477,48478,0.71,Very Good,J,SI1,59.7,57.0,1979,5.84,5.88,3.5
13050,13051,1.11,Premium,G,SI1,62.7,57.0,5408,6.62,6.5,4.11
11811,11812,1.21,Ideal,I,SI2,60.6,56.0,5091,6.92,6.94,4.2
4202,4203,1.01,Premium,F,SI2,60.2,61.0,3563,6.49,6.43,3.89
29413,29414,0.38,Very Good,H,VS2,60.6,58.0,700,4.68,4.7,2.84
45040,45041,0.54,Very Good,F,VS2,60.9,55.0,1639,5.25,5.31,3.21
53610,53611,0.35,Ideal,I,VS1,61.6,56.0,552,4.54,4.58,2.81
45757,45758,0.58,Ideal,F,SI1,62.2,57.0,1705,5.37,5.33,3.33
27904,27905,0.42,Very Good,D,SI2,62.9,55.0,656,4.78,4.82,3.02
19703,19704,0.37,Premium,F,SI2,60.2,60.0,624,4.7,4.6,2.8
15089,15090,1.11,Ideal,G,SI1,60.8,57.0,6065,6.83,6.77,4.14
20706,20707,0.31,Premium,H,VVS2,61.4,59.0,625,4.35,4.38,2.68
37490,37491,0.35,Ideal,E,VS2,61.6,56.0,984,4.54,4.52,2.79
44624,44625,0.57,Very Good,G,VS2,62.1,57.0,1608,5.27,5.3,3.28
13087,13088,1.01,Good,G,VS2,64.4,58.0,5418,6.23,6.31,4.04
47194,47195,0.46,Very Good,F,VVS1,62.3,56.0,1838,4.94,4.98,3.09
48929,48930,0.74,Premium,E,SI1,61.4,57.0,2042,5.83,5.79,3.57
44543,44544,0.56,Very Good,G,VS2,62.6,58.0,1605,5.22,5.32,3.31
21888,21889,1.52,Premium,D,SI2,59.1,58.0,9959,7.48,7.45,4.41
44021,44022,0.51,Premium,E,SI1,60.8,57.0,1546,5.24,5.19,3.17
45341,45342,0.72,Good,J,SI1,60.1,64.0,1663,5.83,5.75,3.48
35744,35745,0.3,Ideal,D,VS2,62.5,57.0,911,4.29,4.25,2.67
28906,28907,0.3,Very Good,H,VVS1,61.3,61.0,684,4.26,4.29,2.62
46203,46204,0.58,Very Good,D,VS2,61.0,58.0,1750,5.37,5.42,3.29
45539,45540,0.51,Premium,F,VS2,61.0,58.0,1687,5.17,5.1,3.13
7626,7627,0.8,Very Good,E,VS2,61.6,57.0,4263,5.95,5.97,3.67
28953,28954,0.31,Very Good,H,SI1,62.9,56.0,435,4.27,4.31,2.7
46974,46975,0.23,Very Good,F,VVS2,59.6,57.0,530,3.98,4.0,2.38
34141,34142,0.33,Ideal,F,VS2,61.3,56.0,854,4.47,4.43,2.73
20528,20529,1.3,Premium,G,VS2,62.2,58.0,8854,6.92,6.98,4.32
25446,25447,2.0,Fair,H,VS1,66.0,56.0,14199,7.79,7.72,5.12
42330,42331,0.56,Ideal,E,SI2,61.9,55.0,1296,5.32,5.34,3.3
9003,9004,1.07,Ideal,D,SI2,61.4,56.0,4513,6.55,6.58,4.03
7463,7464,0.9,Good,F,VS2,63.6,59.0,4234,6.11,6.06,3.87
39522,39523,0.51,Ideal,I,SI1,62.2,56.0,1080,5.12,5.08,3.17
41746,41747,0.52,Good,G,SI1,63.3,57.0,1244,5.08,5.11,3.22
26698,26699,0.29,Premium,I,VS2,62.4,58.0,429,4.23,4.2,2.63
14115,14116,1.0,Premium,D,SI1,59.2,62.0,5723,6.54,6.49,3.86
32074,32075,0.32,Ideal,F,VS2,61.4,55.0,781,4.43,4.46,2.73
31535,31536,0.31,Ideal,E,VVS2,61.4,56.0,766,4.36,4.4,2.69
50779,50780,0.73,Ideal,I,VS1,62.1,55.8,2302,5.77,5.81,3.6
14621,14622,1.5,Very Good,J,SI2,58.7,60.0,5902,7.46,7.54,4.4
30858,30859,0.33,Premium,G,VS2,60.8,58.0,743,4.47,4.45,2.71
32644,32645,0.31,Ideal,H,VVS2,62.4,56.0,802,4.38,4.34,2.72
18947,18948,1.29,Ideal,F,SI1,61.4,61.0,7790,7.0,6.97,4.29
53859,53860,0.71,Premium,E,SI1,62.2,58.0,2743,5.74,5.67,3.55
34367,34368,0.41,Premium,F,VS2,61.3,58.0,863,4.79,4.84,2.95
6041,6042,0.32,Ideal,H,SI1,60.6,57.0,576,4.44,4.4,2.68
41457,41458,0.45,Premium,F,VS1,62.1,59.0,1229,4.85,4.81,3.0
29182,29183,0.3,Ideal,F,VVS2,61.8,57.0,694,4.28,4.33,2.66
41847,41848,0.51,Good,D,SI1,64.0,58.0,1255,5.03,5.06,3.23
6804,6805,1.05,Premium,J,VS1,60.0,60.0,4116,6.46,6.43,4.0
28387,28388,0.33,Premium,H,VS2,61.4,58.0,668,4.49,4.44,2.74
30564,30565,0.31,Premium,E,VS1,61.1,58.0,734,4.34,4.37,2.66
29425,29426,0.42,Ideal,D,SI2,62.4,57.0,700,4.78,4.81,2.99
5223,5224,1.07,Very Good,J,SI2,61.6,54.0,3783,6.57,6.59,4.05
29419,29420,0.42,Very Good,H,SI1,62.9,57.0,700,4.76,4.84,3.02
43832,43833,0.59,Very Good,I,VS2,60.3,59.0,1445,5.41,5.43,3.27
20830,20831,1.52,Ideal,F,SI2,61.2,57.0,9057,7.45,7.39,4.54
51884,51885,0.8,Ideal,G,SI2,62.1,57.0,2429,5.95,6.03,3.72
45257,45258,0.51,Ideal,F,VS2,61.6,57.0,1661,5.14,5.15,3.17
37343,37344,0.31,Ideal,D,VVS2,61.9,56.0,982,4.39,4.37,2.71
6938,6939,1.5,Premium,G,I1,60.4,55.0,4140,7.4,7.32,4.45
16137,16138,1.23,Ideal,I,SI1,62.1,57.0,6449,6.83,6.88,4.26
43042,43043,0.5,Very Good,E,SI1,63.3,57.0,1374,5.01,4.94,3.15
10823,10824,1.16,Ideal,I,VS2,59.3,56.0,4869,6.84,6.88,4.07
13630,13631,1.2,Ideal,I,SI1,60.1,56.0,5578,6.9,6.84,4.13
17017,17018,1.01,Very Good,D,VS2,63.3,58.0,6794,6.35,6.38,4.03
46614,46615,0.51,Very Good,D,VS2,61.1,59.0,1787,5.12,5.16,3.14
44887,44888,0.5,Ideal,E,VS2,61.4,56.0,1629,5.12,5.08,3.13
2051,2052,0.32,Very Good,H,VS1,61.7,61.0,561,4.38,4.43,2.72
32364,32365,0.35,Very Good,E,VS1,59.7,59.0,790,4.59,4.62,2.75
35817,35818,0.31,Ideal,F,IF,62.3,53.0,914,4.35,4.38,2.72
37961,37962,0.41,Ideal,F,VS1,62.5,57.0,1007,4.75,4.76,2.97
25181,25182,2.05,Premium,G,SI1,62.2,56.0,13767,8.19,8.08,5.06
49601,49602,0.6,Ideal,E,VS2,62.3,53.8,2137,5.41,5.45,3.38
11360,11361,1.0,Very Good,H,SI1,62.0,54.0,4995,6.43,6.47,4.0
29283,29284,0.25,Very Good,D,VS1,63.0,59.0,436,3.97,4.0,2.51
16913,16914,1.41,Premium,I,SI2,62.9,59.0,6751,7.14,7.08,4.47
43878,43879,0.46,Very Good,E,VS1,58.7,60.0,1452,5.08,5.15,3.0
8133,8134,1.01,Very Good,E,SI2,62.4,58.0,4355,6.36,6.42,3.99
44930,44931,0.57,Very Good,G,VS2,59.9,54.6,1633,5.43,5.46,3.26
13134,13135,1.11,Premium,H,SI1,61.1,60.0,5433,6.68,6.62,4.06
44606,44607,0.53,Premium,G,VS2,62.6,58.0,1607,5.18,5.11,3.22
22817,22818,1.2,Ideal,G,VVS2,61.2,56.0,10846,6.92,6.89,4.23
40860,40861,0.33,Ideal,E,VVS1,61.2,55.0,1174,4.48,4.51,2.75
33164,33165,0.39,Very Good,I,VVS2,62.7,58.0,817,4.65,4.67,2.92
28689,28690,0.26,Very Good,F,VVS1,60.8,58.0,679,4.11,4.18,2.52
47093,47094,0.52,Ideal,E,VS2,62.2,54.0,1825,5.13,5.16,3.2
16379,16380,0.29,Very Good,E,VVS1,59.5,61.0,609,4.29,4.31,2.56
8813,8814,1.02,Very Good,H,SI1,60.3,59.0,4476,6.44,6.5,3.9
49715,49716,0.76,Premium,J,VS1,61.1,58.0,2148,5.85,5.91,3.59
19909,19910,1.21,Premium,G,VS1,59.5,58.0,8456,7.01,6.97,4.16
25436,25437,1.54,Premium,F,VS2,62.8,58.0,14188,7.33,7.29,4.59
53876,53877,0.7,Ideal,E,SI1,61.7,55.0,2745,5.71,5.74,3.53
21185,21186,1.5,Good,H,SI1,60.8,60.0,9336,7.28,7.38,4.46
35306,35307,0.3,Ideal,I,VS1,62.5,54.0,473,4.29,4.32,2.69
9626,9627,1.0,Good,H,VS2,63.6,61.0,4637,6.21,6.25,3.96
49838,49839,0.54,Ideal,F,VVS2,61.9,56.0,2168,5.2,5.23,3.23
19922,19923,1.03,Premium,D,VVS2,61.7,59.0,8469,6.43,6.48,3.98
33349,33350,0.41,Ideal,G,VS2,62.4,55.0,827,4.73,4.76,2.96
17318,17319,1.01,Very Good,F,VS2,60.5,59.0,6944,6.51,6.54,3.95
42825,42826,0.53,Good,E,SI1,63.1,56.0,1355,5.15,5.19,3.26
35620,35621,0.36,Very Good,G,SI2,61.9,56.0,473,4.55,4.59,2.83
42815,42816,0.5,Very Good,D,SI1,61.9,62.0,1354,5.03,5.09,3.13
31629,31630,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.28,2.66
53545,53546,0.82,Ideal,G,SI2,61.6,56.0,2692,5.98,6.04,3.7
45936,45937,0.51,Very Good,F,VS1,63.3,59.0,1722,5.09,5.12,3.23
6177,6178,0.81,Very Good,F,VVS2,63.1,56.0,3992,5.99,5.9,3.75
43004,43005,0.52,Very Good,G,VS2,63.0,55.0,1369,5.13,5.16,3.24
36672,36673,0.5,Fair,J,VS1,66.8,57.0,949,4.89,4.84,3.25
44015,44016,0.51,Ideal,G,VS2,62.7,57.0,1546,5.12,5.05,3.19
2418,2419,0.91,Fair,H,SI1,64.4,60.0,3180,6.1,6.07,3.92
37412,37413,0.38,Premium,G,VS2,59.3,59.0,983,4.74,4.71,2.8
25105,25106,1.51,Premium,G,VS1,62.4,59.0,13638,7.28,7.25,4.53
22157,22158,1.61,Ideal,F,SI1,60.9,57.0,10197,7.58,7.51,4.6
27984,27985,0.3,Ideal,E,VS2,61.5,55.0,658,4.32,4.4,2.68
20730,20731,1.51,Good,I,VS1,65.9,56.0,8975,7.02,7.09,4.65
30685,30686,0.4,Ideal,E,SI1,62.0,57.0,737,4.74,4.78,2.95
3273,3274,1.0,Premium,H,SI2,59.8,61.0,3360,6.24,6.17,3.71
7882,7883,0.9,Ideal,G,VS2,62.4,54.0,4309,6.22,6.19,3.87
42625,42626,0.36,Ideal,H,SI1,62.3,57.0,505,4.54,4.58,2.84
48214,48215,0.57,Ideal,H,VVS1,60.9,56.0,1949,5.36,5.38,3.27
38440,38441,0.38,Ideal,E,VVS2,62.4,56.0,1027,4.63,4.69,2.91
4657,4658,0.9,Premium,G,SI1,61.9,59.0,3669,6.18,6.13,3.81
29139,29140,0.33,Ideal,D,VS2,61.8,55.0,692,4.43,4.44,2.74
9721,9722,1.01,Ideal,G,SI1,61.4,55.0,4653,6.46,6.5,3.98
24451,24452,2.02,Ideal,J,SI1,59.8,60.0,12713,8.21,8.16,4.9
33629,33630,0.33,Very Good,H,SI1,63.0,56.0,463,4.41,4.42,2.78
807,808,0.71,Premium,D,SI1,61.0,61.0,2863,5.82,5.75,3.53
3903,3904,0.73,Very Good,E,VS1,61.5,57.0,3492,5.78,5.83,3.57
50032,50033,0.74,Very Good,H,SI2,62.8,59.0,2198,5.72,5.77,3.61
37896,37897,0.41,Ideal,G,VVS2,61.8,56.0,1007,4.74,4.78,2.94
46069,46070,0.46,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09
47516,47517,0.53,Ideal,G,VVS2,61.9,54.0,1867,5.2,5.23,3.23
42177,42178,0.43,Ideal,G,IF,61.7,57.0,1286,4.83,4.86,2.99
28315,28316,0.3,Good,H,SI1,63.8,55.0,432,4.2,4.26,2.7
36273,36274,0.3,Ideal,G,SI1,62.2,54.0,477,4.32,4.36,2.7
14933,14934,1.0,Very Good,F,VS2,61.6,56.0,6013,6.42,6.47,3.97
10657,10658,1.0,Good,G,VS2,56.7,62.0,4838,6.64,6.59,3.75
12785,12786,1.01,Good,H,VS2,64.4,58.0,5331,6.18,6.24,4.0
36909,36910,0.42,Ideal,I,IF,61.7,55.0,961,4.83,4.86,2.99
41077,41078,0.41,Premium,F,VVS2,61.0,59.0,1192,4.83,4.77,2.93
30835,30836,0.33,Premium,H,VS1,59.2,58.0,743,4.55,4.5,2.68
44733,44734,0.57,Very Good,G,VS2,62.2,60.0,1617,5.28,5.3,3.29
29480,29481,0.32,Ideal,E,VS2,61.8,55.0,702,4.4,4.43,2.73
565,566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71
40851,40852,0.54,Ideal,F,SI2,61.0,56.0,1173,5.24,5.29,3.21
33701,33702,0.3,Ideal,E,VVS1,61.6,56.0,838,4.3,4.34,2.66
43700,43701,0.5,Very Good,F,VS2,61.5,61.0,1436,5.09,5.12,3.14
395,396,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7
11569,11570,1.23,Very Good,G,SI2,60.8,59.0,5037,6.88,6.97,4.21
52862,52863,0.51,Very Good,E,VVS1,62.2,60.0,2579,5.08,5.12,3.17
52385,52386,0.79,Ideal,I,SI1,61.2,55.0,2507,5.95,5.98,3.65
28411,28412,0.35,Premium,G,SI1,60.6,58.0,669,4.6,4.58,2.78
34903,34904,0.33,Ideal,F,VVS1,61.9,54.0,880,4.42,4.46,2.75
48798,48799,0.71,Ideal,H,SI2,61.8,55.0,2024,5.75,5.7,3.54
33004,33005,0.38,Ideal,E,VS2,61.5,55.0,813,4.67,4.7,2.88
43472,43473,0.59,Ideal,D,SI2,61.1,56.0,1419,5.4,5.44,3.31
3868,3869,0.96,Very Good,D,SI2,60.2,63.0,3480,6.3,6.36,3.81
53145,53146,0.75,Premium,G,SI1,59.1,59.0,2622,5.98,5.9,3.51
13642,13643,1.24,Premium,F,SI2,62.8,60.0,5583,6.84,6.82,4.29
5029,5030,1.01,Very Good,J,SI1,62.9,56.0,3749,6.35,6.4,4.01
4444,4445,0.92,Premium,H,SI1,62.0,60.0,3618,6.21,6.27,3.87
38399,38400,0.35,Premium,H,VVS1,59.9,59.0,1024,4.61,4.57,2.75
46842,46843,0.7,Fair,H,VS1,67.2,55.0,1811,5.48,5.54,3.7
10651,10652,1.01,Premium,H,SI1,62.4,60.0,4836,6.36,6.33,3.96
38434,38435,0.38,Ideal,F,VS2,62.0,56.0,1026,4.66,4.63,2.88
15231,15232,1.0,Premium,G,VS1,62.0,62.0,6115,6.38,6.33,3.94
27204,27205,2.52,Premium,H,SI2,62.4,57.0,17522,8.72,8.66,5.43
34146,34147,0.33,Ideal,H,VVS2,62.2,54.0,854,4.46,4.44,2.77
31520,31521,0.34,Ideal,E,SI1,61.0,57.0,765,4.51,4.48,2.74
18905,18906,1.52,Premium,J,VS2,62.0,59.0,7758,7.28,7.31,4.52
45849,45850,0.6,Ideal,I,VVS1,62.0,56.0,1715,5.39,5.43,3.35
15251,15252,1.35,Ideal,J,SI1,61.9,56.0,6124,7.1,7.08,4.39
10704,10705,1.03,Very Good,I,SI1,63.0,55.0,4848,6.37,6.42,4.03
3744,3745,0.3,Premium,F,VS1,61.0,58.0,570,4.33,4.36,2.65
47085,47086,0.56,Ideal,G,VS1,60.3,57.0,1824,5.37,5.41,3.25
11816,11817,1.17,Ideal,I,SI1,60.0,59.0,5092,6.82,6.87,4.11
31654,31655,0.35,Premium,E,VS2,59.5,58.0,767,4.59,4.62,2.74
20545,20546,1.55,Premium,I,SI1,62.5,60.0,8866,7.33,7.35,4.59
7997,7998,1.01,Premium,G,SI2,62.7,58.0,4327,6.44,6.38,4.02
22881,22882,1.29,Ideal,F,VS1,62.3,54.0,10923,7.0,6.93,4.34
51941,51942,0.7,Good,F,VS1,64.0,57.0,2441,5.62,5.54,3.57
4208,4209,0.73,Very Good,E,VVS2,60.2,60.0,3565,5.81,5.85,3.51
49742,49743,0.7,Premium,H,SI1,61.3,58.0,2155,5.71,5.74,3.51
10213,10214,1.16,Ideal,I,SI1,61.5,60.0,4742,6.76,6.71,4.14
26882,26883,2.48,Premium,I,VS2,60.1,58.0,16820,8.83,8.76,5.29
6465,6466,0.94,Fair,F,SI1,56.8,67.0,4053,6.56,6.44,3.69
24155,24156,2.02,Ideal,H,SI1,62.3,56.0,12332,8.11,8.06,5.04
7005,7006,1.0,Premium,F,SI2,59.4,62.0,4155,6.4,6.37,3.79
7849,7850,0.9,Very Good,D,SI1,63.3,57.0,4304,6.12,6.07,3.86
4664,4665,0.71,Very Good,D,VVS2,62.7,59.0,3670,5.64,5.69,3.55
32330,32331,0.3,Ideal,E,VVS2,61.8,56.0,789,4.33,4.35,2.68
46818,46819,0.7,Fair,H,SI1,64.8,57.0,1808,5.49,5.59,3.59
42150,42151,0.5,Ideal,F,SI1,59.9,56.0,1282,5.09,5.36,3.13
23565,23566,1.57,Premium,H,VS2,61.0,59.0,11575,7.54,7.5,4.59
16785,16786,2.01,Good,F,I1,64.0,56.0,6686,7.93,7.91,5.07
9567,9568,1.1,Ideal,I,SI2,62.6,55.0,4624,6.57,6.6,4.13
20667,20668,1.33,Very Good,G,VS2,61.7,59.0,8953,7.04,7.09,4.36
7485,7486,1.02,Premium,F,SI2,63.0,58.0,4238,6.44,6.38,4.04
10249,10250,1.01,Very Good,I,SI1,63.3,54.0,4749,6.34,6.36,4.02
25111,25112,1.23,Ideal,D,VVS2,62.4,55.0,13653,6.87,6.82,4.27
930,931,0.73,Premium,F,VS2,58.7,57.0,2882,5.97,5.92,3.49
42377,42378,0.43,Premium,E,VVS2,60.8,57.0,1304,4.92,4.89,2.98
24756,24757,1.54,Ideal,G,VS2,62.0,55.6,13110,7.35,7.44,4.59
38144,38145,0.3,Premium,G,VVS1,62.7,59.0,1013,4.27,4.22,2.66
45571,45572,0.52,Ideal,E,VS2,62.2,56.0,1689,5.11,5.15,3.19
51777,51778,0.71,Premium,E,SI2,59.0,60.0,2410,5.9,5.87,3.47
14031,14032,1.01,Very Good,D,SI2,63.1,54.0,5703,6.39,6.35,4.02
15940,15941,2.03,Fair,G,I1,66.3,56.0,6377,7.81,7.75,5.16
16719,16720,0.31,Very Good,E,VS1,64.0,55.0,610,4.29,4.33,2.76
9318,9319,1.09,Premium,H,SI2,61.7,60.0,4578,6.59,6.57,4.06
29754,29755,0.3,Premium,D,SI1,62.6,59.0,709,4.27,4.23,2.66
46157,46158,0.5,Ideal,E,VS2,62.1,54.0,1746,5.13,5.11,3.18
24126,24127,1.51,Very Good,I,IF,62.1,59.0,12291,7.25,7.31,4.52
36859,36860,0.42,Ideal,E,VS2,61.8,57.0,958,4.77,4.81,2.96
43512,43513,0.51,Very Good,F,VS2,63.0,57.0,1423,5.05,5.11,3.2
5560,5561,1.0,Premium,F,SI2,61.7,58.0,3858,6.36,6.32,3.91
41127,41128,0.52,Premium,G,SI2,61.5,59.0,1196,5.19,5.15,3.18
44206,44207,0.5,Ideal,G,VS1,62.0,54.0,1569,5.11,5.15,3.18
36199,36200,0.42,Ideal,E,SI1,61.8,56.0,931,4.8,4.84,2.98
37013,37014,0.33,Premium,G,VVS2,60.9,59.0,965,4.49,4.45,2.72
12745,12746,1.33,Premium,G,SI2,59.2,62.0,5318,7.22,7.16,4.26
31303,31304,0.32,Ideal,D,VS2,61.3,56.0,758,4.37,4.41,2.69
42591,42592,0.5,Very Good,E,SI1,62.7,55.0,1331,5.06,5.09,3.18
2409,2410,0.72,Ideal,D,VS2,62.8,57.0,3179,5.68,5.73,3.58
635,636,0.95,Fair,G,SI1,66.7,56.0,2841,6.16,6.03,4.06
38851,38852,0.4,Premium,G,VVS2,61.7,59.0,1050,4.76,4.73,2.93
16348,16349,1.08,Ideal,D,SI1,60.3,57.0,6539,6.68,6.71,4.04
42032,42033,0.53,Ideal,F,SI1,62.4,57.0,1268,5.18,5.21,3.24
45379,45380,0.5,Ideal,H,SI1,61.3,56.0,1666,5.12,5.16,3.15
25301,25302,1.21,Ideal,D,VVS2,61.3,56.0,13965,6.86,6.9,4.22
34210,34211,0.33,Ideal,F,VS2,61.6,55.0,854,4.48,4.45,2.75
51848,51849,0.7,Ideal,F,SI1,61.8,55.0,2423,5.75,5.71,3.54
10787,10788,0.91,Fair,G,VS2,64.9,54.0,4860,6.04,6.08,3.93
16038,16039,0.3,Premium,I,VS1,62.9,59.0,608,4.3,4.22,2.68
40678,40679,0.4,Premium,G,VVS1,60.3,58.0,1155,4.83,4.79,2.9
43822,43823,0.51,Very Good,E,SI1,63.5,54.0,1443,5.1,5.07,3.23
53705,53706,0.6,Ideal,F,VVS2,61.0,57.0,2718,5.43,5.46,3.32
41766,41767,0.53,Ideal,H,SI1,61.1,55.0,1245,5.24,5.28,3.21
2823,2824,0.81,Premium,D,SI1,62.4,59.0,3266,5.96,5.89,3.7
21418,21419,1.52,Premium,H,SI1,62.1,59.0,9527,7.29,7.36,4.55
10211,10212,1.08,Good,E,SI2,63.7,57.0,4742,6.54,6.49,4.15
1959,1960,1.01,Very Good,J,SI2,63.3,53.0,3088,6.35,6.31,4.01
52471,52472,0.71,Ideal,G,SI1,61.7,56.0,2518,5.74,5.77,3.55
31166,31167,0.41,Good,E,SI1,63.9,58.0,755,4.7,4.72,3.01
17822,17823,1.52,Fair,J,VS1,65.4,58.0,7186,7.22,7.17,4.7
26200,26201,1.51,Premium,F,VS1,61.7,59.0,15581,7.33,7.29,4.51
25934,25935,2.03,Premium,I,SI1,59.9,58.0,15095,8.23,8.21,4.92
30132,30133,0.32,Very Good,G,VS2,63.3,54.0,720,4.39,4.36,2.77
16530,16531,1.04,Good,F,VS2,63.7,58.0,6606,6.34,6.43,4.07
30326,30327,0.36,Ideal,F,VS2,60.9,57.0,726,4.58,4.61,2.8
23764,23765,2.04,Premium,H,SI2,58.0,58.0,11820,8.45,8.36,4.88
12575,12576,1.13,Very Good,G,SI1,60.9,60.0,5280,6.67,6.76,4.09
38516,38517,0.37,Ideal,G,IF,62.4,56.0,1033,4.6,4.64,2.88
5783,5784,1.04,Premium,H,SI1,60.0,58.0,3902,6.59,6.52,3.93
48567,48568,0.59,Premium,G,VS1,62.5,53.0,1991,5.46,5.35,3.38
28590,28591,0.3,Ideal,G,VS2,61.3,56.0,675,4.33,4.28,2.64
5824,5825,1.0,Premium,H,SI1,62.9,60.0,3915,6.36,6.32,3.99
11448,11449,1.01,Premium,G,SI1,61.3,59.0,5006,6.48,6.44,3.96
43947,43948,0.31,Ideal,E,SI1,62.1,55.0,516,4.33,4.36,2.7
47162,47163,0.59,Ideal,H,VVS2,61.8,56.0,1834,5.37,5.41,3.33
10522,10523,1.01,Very Good,I,SI1,64.4,54.0,4805,6.31,6.4,4.09
6017,6018,0.9,Very Good,H,VS1,62.6,55.0,3964,6.14,6.19,3.86
35179,35180,0.31,Ideal,G,IF,61.9,54.0,891,4.35,4.38,2.7
17187,17188,1.02,Very Good,D,SI1,60.3,56.0,6863,6.55,6.57,3.96
35276,35277,0.39,Ideal,F,VS1,62.5,57.0,895,4.66,4.69,2.92
34697,34698,0.3,Ideal,F,IF,61.3,58.0,873,4.29,4.33,2.64
16721,16722,0.32,Ideal,F,VS2,60.9,56.0,610,4.41,4.45,2.7
8416,8417,0.97,Very Good,H,SI1,62.8,55.0,4404,6.25,6.3,3.94
33036,33037,0.32,Ideal,G,VVS1,61.6,55.0,814,4.43,4.47,2.74
53199,53200,0.79,Very Good,F,SI1,62.8,55.0,2633,5.88,5.94,3.71
18770,18771,1.53,Very Good,J,VS1,59.5,60.0,7677,7.55,7.65,4.52
34440,34441,0.32,Ideal,E,VVS2,61.5,55.0,864,4.41,4.44,2.72
33882,33883,0.3,Premium,E,VS2,61.9,59.0,844,4.33,4.29,2.67
9182,9183,1.08,Ideal,G,SI2,61.9,57.0,4544,6.55,6.57,4.06
32663,32664,0.31,Premium,H,VVS2,62.6,58.0,802,4.31,4.28,2.69
29969,29970,0.31,Very Good,H,SI1,61.1,57.0,446,4.32,4.35,2.65
17704,17705,0.31,Good,H,VVS1,63.7,56.0,612,4.3,4.33,2.75
35498,35499,0.41,Very Good,F,SI1,63.5,56.0,904,4.75,4.7,3.0
3271,3272,1.0,Very Good,I,SI2,58.3,63.0,3360,6.53,6.5,3.8
51115,51116,0.7,Very Good,G,VS2,63.4,58.0,2338,5.63,5.57,3.55
46201,46202,0.51,Premium,H,VVS2,60.8,61.0,1749,5.12,5.08,3.1
32796,32797,0.39,Very Good,I,VVS1,61.3,58.0,805,4.74,4.78,2.92
1372,1373,0.85,Very Good,E,SI2,63.1,58.0,2966,6.02,6.0,3.79
14105,14106,1.32,Ideal,I,SI2,61.7,55.0,5721,7.07,7.03,4.35
42498,42499,0.52,Ideal,D,SI2,60.7,56.0,1320,5.22,5.25,3.18
7708,7709,0.9,Good,E,VS2,64.0,58.0,4278,6.02,6.07,3.87
31425,31426,0.3,Ideal,H,IF,61.5,58.0,764,4.28,4.3,2.64
22143,22144,2.02,Ideal,I,SI2,62.6,56.0,10181,8.05,8.01,5.03
9746,9747,1.04,Premium,H,SI1,58.5,62.0,4659,6.67,6.64,3.89
35032,35033,0.4,Very Good,E,SI1,63.2,56.0,882,4.69,4.65,2.95
10894,10895,1.14,Premium,G,SI2,60.4,59.0,4884,6.8,6.78,4.1
41048,41049,0.44,Ideal,G,SI1,60.9,56.0,1188,4.88,4.94,2.99
40536,40537,0.51,Ideal,G,SI2,62.1,56.0,1148,5.1,5.13,3.18
